,rt,response,baseimg0,baseimg1,recording0,recording1,obj_name,worldtype,sim_x_result,obj_cond,bg_cond,world,cond,count,img0,img1,background_color_idx,background_color,pid,answer,img
0,33190,29,assets/targets/lh_hl_unlink_plinko_0036/col_late_foreground_0.jpg,assets/targets/lh_hl_unlink_plinko_0036/col_late_foreground_1.jpg,assets/targets/lh_hl_unlink_plinko_0036/col_late_foreground_0.mp4,assets/targets/lh_hl_unlink_plinko_0036/col_late_foreground_1.mp4,bottombump_2,definite,276.9182386483981,col_late,foreground,lh_hl_unlink_plinko_0036,col_late,0,assets/targets/lh_hl_unlink_plinko_0036/col_late_background_memory_1_0.jpg,assets/targets/lh_hl_unlink_plinko_0036/col_late_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,0,assets/targets/lh_hl_unlink_plinko_0036/col_late_background_memory_1_1.jpg
1,18327,62,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_0.jpg,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_1.jpg,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_0.mp4,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_1.mp4,topbump_4,definite,537.3194495699454,col_early,background,lh_ll_unlink_plinko_0060,col_early,0,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_memory_1_0.jpg,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,0,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_memory_1_1.jpg
2,13120,50,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_0.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_1.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_0.mp4,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_1.mp4,bottombump_0,definite,579.1184681837389,col_late,background,lh_hl_unlink_plinko_0110,col_late,0,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_1_0.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_1_0.jpg
3,8207,45,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_1.mp4,bottombump_0,maybe,66.58860255831411,maybecol,background,hh_hl_unlink_plinko_0105,maybecol,0,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,0,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_memory_1_1.jpg
4,7415,61,assets/targets/lh_ll_unlink_plinko_0217/col_late_background_0.jpg,assets/targets/lh_ll_unlink_plinko_0217/col_late_background_1.jpg,assets/targets/lh_ll_unlink_plinko_0217/col_late_background_0.mp4,assets/targets/lh_ll_unlink_plinko_0217/col_late_background_1.mp4,bottombump_1,definite,417.48815538692185,col_late,background,lh_ll_unlink_plinko_0217,col_late,0,assets/targets/lh_ll_unlink_plinko_0217/col_late_background_memory_1_0.jpg,assets/targets/lh_ll_unlink_plinko_0217/col_late_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/lh_ll_unlink_plinko_0217/col_late_background_memory_1_0.jpg
5,8027,75,assets/targets/hh_hl_unlink_plinko_0202/nocol_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0202/nocol_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0202/nocol_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0202/nocol_background_1.mp4,topbump_2,maybe,342.13035420543804,nocol,background,hh_hl_unlink_plinko_0202,nocol,0,assets/targets/hh_hl_unlink_plinko_0202/nocol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0202/nocol_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/hh_hl_unlink_plinko_0202/nocol_background_memory_1_0.jpg
6,3864,50,assets/targets/hh_hl_unlink_plinko_0315/maybecol_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0315/maybecol_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0315/maybecol_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0315/maybecol_background_1.mp4,bottombump_1,maybe,425.00795682087204,maybecol,background,hh_hl_unlink_plinko_0315,maybecol,0,assets/targets/hh_hl_unlink_plinko_0315/maybecol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0315/maybecol_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/hh_hl_unlink_plinko_0315/maybecol_background_memory_1_0.jpg
7,3748,50,assets/targets/hh_hl_unlink_plinko_0393/nocol_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0393/nocol_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0393/nocol_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0393/nocol_foreground_1.mp4,topbump_3,maybe,321.6282360134022,nocol,foreground,hh_hl_unlink_plinko_0393,nocol,0,assets/targets/hh_hl_unlink_plinko_0393/nocol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0393/nocol_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/hh_hl_unlink_plinko_0393/nocol_background_memory_1_0.jpg
8,8732,55,assets/targets/lh_ll_unlink_plinko_0091/col_early_background_0.jpg,assets/targets/lh_ll_unlink_plinko_0091/col_early_background_1.jpg,assets/targets/lh_ll_unlink_plinko_0091/col_early_background_0.mp4,assets/targets/lh_ll_unlink_plinko_0091/col_early_background_1.mp4,topbump_2,definite,341.0,col_early,background,lh_ll_unlink_plinko_0091,col_early,0,assets/targets/lh_ll_unlink_plinko_0091/col_early_background_memory_1_0.jpg,assets/targets/lh_ll_unlink_plinko_0091/col_early_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,0,assets/targets/lh_ll_unlink_plinko_0091/col_early_background_memory_1_1.jpg
9,9267,50,assets/targets/lh_ll_unlink_plinko_0155/nocol_foreground_0.jpg,assets/targets/lh_ll_unlink_plinko_0155/nocol_foreground_1.jpg,assets/targets/lh_ll_unlink_plinko_0155/nocol_foreground_0.mp4,assets/targets/lh_ll_unlink_plinko_0155/nocol_foreground_1.mp4,bottombump_1,definite,486.19575377717797,nocol,foreground,lh_ll_unlink_plinko_0155,nocol,0,assets/targets/lh_ll_unlink_plinko_0155/nocol_background_memory_1_0.jpg,assets/targets/lh_ll_unlink_plinko_0155/nocol_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/lh_ll_unlink_plinko_0155/nocol_background_memory_1_0.jpg
10,19757,50,assets/targets/hh_hl_unlink_plinko_0246/col_early_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0246/col_early_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0246/col_early_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0246/col_early_foreground_1.mp4,topbump_3,maybe,210.6695830692287,col_early,foreground,hh_hl_unlink_plinko_0246,col_early,0,assets/targets/hh_hl_unlink_plinko_0246/col_early_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0246/col_early_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/hh_hl_unlink_plinko_0246/col_early_background_memory_1_0.jpg
11,7127,45,assets/targets/lh_hl_unlink_plinko_0111/col_late_foreground_0.jpg,assets/targets/lh_hl_unlink_plinko_0111/col_late_foreground_1.jpg,assets/targets/lh_hl_unlink_plinko_0111/col_late_foreground_0.mp4,assets/targets/lh_hl_unlink_plinko_0111/col_late_foreground_1.mp4,bottombump_1,definite,280.68451640601694,col_late,foreground,lh_hl_unlink_plinko_0111,col_late,0,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_memory_1_0.jpg,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_memory_1_0.jpg
12,5271,50,assets/targets/lh_hl_unlink_plinko_0049/nocol_background_0.jpg,assets/targets/lh_hl_unlink_plinko_0049/nocol_background_1.jpg,assets/targets/lh_hl_unlink_plinko_0049/nocol_background_0.mp4,assets/targets/lh_hl_unlink_plinko_0049/nocol_background_1.mp4,topbump_3,definite,197.3742390087537,nocol,background,lh_hl_unlink_plinko_0049,nocol,0,assets/targets/lh_hl_unlink_plinko_0049/nocol_background_memory_1_0.jpg,assets/targets/lh_hl_unlink_plinko_0049/nocol_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,1,assets/targets/lh_hl_unlink_plinko_0049/nocol_background_memory_1_0.jpg
13,4643,50,assets/targets/hh_hl_unlink_plinko_0240/maybecol_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0240/maybecol_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0240/maybecol_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0240/maybecol_foreground_1.mp4,bottombump_1,maybe,110.03027065338334,maybecol,foreground,hh_hl_unlink_plinko_0240,maybecol,0,assets/targets/hh_hl_unlink_plinko_0240/maybecol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0240/maybecol_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,0,assets/targets/hh_hl_unlink_plinko_0240/maybecol_background_memory_1_1.jpg
14,39827,56,assets/targets/hh_hl_unlink_plinko_0269/maybecol_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0269/maybecol_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0269/maybecol_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0269/maybecol_foreground_1.mp4,bottombump_0,maybe,128.6795095448346,maybecol,foreground,hh_hl_unlink_plinko_0269,maybecol,0,assets/targets/hh_hl_unlink_plinko_0269/maybecol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0269/maybecol_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,0,assets/targets/hh_hl_unlink_plinko_0269/maybecol_background_memory_1_1.jpg
15,10468,38,assets/targets/hh_hl_unlink_plinko_0252/col_early_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0252/col_early_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0252/col_early_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0252/col_early_foreground_1.mp4,topbump_0,maybe,414.13704636604837,col_early,foreground,hh_hl_unlink_plinko_0252,col_early,0,assets/targets/hh_hl_unlink_plinko_0252/col_early_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0252/col_early_background_memory_1_1.jpg,1,blue,55bc8f61fdf99b064522525c,0,assets/targets/hh_hl_unlink_plinko_0252/col_early_background_memory_1_1.jpg
16,17704,20,assets/targets/lh_ll_unlink_plinko_0155/col_early_background_0.jpg,assets/targets/lh_ll_unlink_plinko_0155/col_early_background_1.jpg,assets/targets/lh_ll_unlink_plinko_0155/col_early_background_0.mp4,assets/targets/lh_ll_unlink_plinko_0155/col_early_background_1.mp4,topbump_2,definite,485.4714915727589,col_early,background,lh_ll_unlink_plinko_0155,col_early,0,assets/targets/lh_ll_unlink_plinko_0155/col_early_background_memory_2_0.jpg,assets/targets/lh_ll_unlink_plinko_0155/col_early_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/lh_ll_unlink_plinko_0155/col_early_background_memory_2_1.jpg
17,7823,55,assets/targets/hh_hl_unlink_plinko_0393/col_early_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0393/col_early_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0393/col_early_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0393/col_early_foreground_1.mp4,topbump_2,maybe,321.6282360134022,col_early,foreground,hh_hl_unlink_plinko_0393,col_early,0,assets/targets/hh_hl_unlink_plinko_0393/col_early_background_memory_2_0.jpg,assets/targets/hh_hl_unlink_plinko_0393/col_early_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/hh_hl_unlink_plinko_0393/col_early_background_memory_2_1.jpg
18,13693,50,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_1.mp4,bottombump_0,maybe,66.58860255831411,maybecol,background,hh_hl_unlink_plinko_0105,maybecol,3,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_memory_2_0.jpg,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/hh_hl_unlink_plinko_0105/maybecol_background_memory_2_1.jpg
19,3764,67,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_0.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_1.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_0.mp4,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_1.mp4,bottombump_0,definite,579.1184681837389,col_late,background,lh_hl_unlink_plinko_0110,col_late,1,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_1_0.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_1_1.jpg,1,blue,5ef4f8549a068610f5530b4d,1,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_1_0.jpg
20,4890,33,assets/targets/lh_hl_unlink_plinko_0049/col_late_foreground_0.jpg,assets/targets/lh_hl_unlink_plinko_0049/col_late_foreground_1.jpg,assets/targets/lh_hl_unlink_plinko_0049/col_late_foreground_0.mp4,assets/targets/lh_hl_unlink_plinko_0049/col_late_foreground_1.mp4,bottombump_0,definite,197.3742390087537,col_late,foreground,lh_hl_unlink_plinko_0049,col_late,1,assets/targets/lh_hl_unlink_plinko_0049/col_late_background_memory_2_0.jpg,assets/targets/lh_hl_unlink_plinko_0049/col_late_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/lh_hl_unlink_plinko_0049/col_late_background_memory_2_1.jpg
21,16057,59,assets/targets/lh_ll_unlink_plinko_0060/nocol_foreground_0.jpg,assets/targets/lh_ll_unlink_plinko_0060/nocol_foreground_1.jpg,assets/targets/lh_ll_unlink_plinko_0060/nocol_foreground_0.mp4,assets/targets/lh_ll_unlink_plinko_0060/nocol_foreground_1.mp4,bottombump_2,definite,178.89108524744103,nocol,foreground,lh_ll_unlink_plinko_0060,nocol,0,assets/targets/lh_ll_unlink_plinko_0060/nocol_background_memory_1_0.jpg,assets/targets/lh_ll_unlink_plinko_0060/nocol_background_memory_1_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/lh_ll_unlink_plinko_0060/nocol_background_memory_1_1.jpg
22,7569,11,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_0.jpg,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_1.jpg,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_0.mp4,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_1.mp4,bottombump_1,definite,280.68451640601694,col_late,background,lh_hl_unlink_plinko_0111,col_late,2,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_memory_2_0.jpg,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/lh_hl_unlink_plinko_0111/col_late_background_memory_2_1.jpg
23,8012,23,assets/targets/hh_hl_unlink_plinko_0246/maybecol_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0246/maybecol_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0246/maybecol_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0246/maybecol_foreground_1.mp4,bottombump_1,maybe,210.6695830692287,maybecol,foreground,hh_hl_unlink_plinko_0246,maybecol,1,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_memory_1_1.jpg,1,blue,5ef4f8549a068610f5530b4d,1,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_memory_1_0.jpg
24,5767,23,assets/targets/hh_hl_unlink_plinko_0252/maybecol_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0252/maybecol_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0252/maybecol_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0252/maybecol_background_1.mp4,bottombump_3,maybe,276.0147721684369,maybecol,background,hh_hl_unlink_plinko_0252,maybecol,1,assets/targets/hh_hl_unlink_plinko_0252/maybecol_background_memory_2_0.jpg,assets/targets/hh_hl_unlink_plinko_0252/maybecol_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/hh_hl_unlink_plinko_0252/maybecol_background_memory_2_1.jpg
25,3747,69,assets/targets/hh_hl_unlink_plinko_0269/col_early_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0269/col_early_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0269/col_early_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0269/col_early_background_1.mp4,topbump_0,maybe,275.7787961946029,col_early,background,hh_hl_unlink_plinko_0269,col_early,0,assets/targets/hh_hl_unlink_plinko_0269/col_early_background_memory_2_0.jpg,assets/targets/hh_hl_unlink_plinko_0269/col_early_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/hh_hl_unlink_plinko_0269/col_early_background_memory_2_1.jpg
26,4002,47,assets/targets/lh_ll_unlink_plinko_0091/nocol_background_0.jpg,assets/targets/lh_ll_unlink_plinko_0091/nocol_background_1.jpg,assets/targets/lh_ll_unlink_plinko_0091/nocol_background_0.mp4,assets/targets/lh_ll_unlink_plinko_0091/nocol_background_1.mp4,topbump_0,definite,237.3627255637639,nocol,background,lh_ll_unlink_plinko_0091,nocol,0,assets/targets/lh_ll_unlink_plinko_0091/nocol_background_memory_2_0.jpg,assets/targets/lh_ll_unlink_plinko_0091/nocol_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,1,assets/targets/lh_ll_unlink_plinko_0091/nocol_background_memory_2_0.jpg
27,4683,47,assets/targets/hh_hl_unlink_plinko_0202/maybecol_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0202/maybecol_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0202/maybecol_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0202/maybecol_foreground_1.mp4,bottombump_2,maybe,381.7639212480982,maybecol,foreground,hh_hl_unlink_plinko_0202,maybecol,0,assets/targets/hh_hl_unlink_plinko_0202/maybecol_background_memory_2_0.jpg,assets/targets/hh_hl_unlink_plinko_0202/maybecol_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,1,assets/targets/hh_hl_unlink_plinko_0202/maybecol_background_memory_2_0.jpg
28,3284,27,assets/targets/lh_hl_unlink_plinko_0036/col_late_foreground_0.jpg,assets/targets/lh_hl_unlink_plinko_0036/col_late_foreground_1.jpg,assets/targets/lh_hl_unlink_plinko_0036/col_late_foreground_0.mp4,assets/targets/lh_hl_unlink_plinko_0036/col_late_foreground_1.mp4,bottombump_2,definite,276.9182386483981,col_late,foreground,lh_hl_unlink_plinko_0036,col_late,1,assets/targets/lh_hl_unlink_plinko_0036/col_late_background_memory_1_0.jpg,assets/targets/lh_hl_unlink_plinko_0036/col_late_background_memory_1_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/lh_hl_unlink_plinko_0036/col_late_background_memory_1_1.jpg
29,3339,37,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_1.mp4,topbump_0,maybe,298.0,nocol,background,hh_hl_unlink_plinko_0240,nocol,1,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_memory_1_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_memory_1_1.jpg
30,3910,34,assets/targets/lh_ll_unlink_plinko_0217/col_early_foreground_0.jpg,assets/targets/lh_ll_unlink_plinko_0217/col_early_foreground_1.jpg,assets/targets/lh_ll_unlink_plinko_0217/col_early_foreground_0.mp4,assets/targets/lh_ll_unlink_plinko_0217/col_early_foreground_1.mp4,topbump_4,definite,299.69275355286663,col_early,foreground,lh_ll_unlink_plinko_0217,col_early,1,assets/targets/lh_ll_unlink_plinko_0217/col_early_background_memory_2_0.jpg,assets/targets/lh_ll_unlink_plinko_0217/col_early_background_memory_2_1.jpg,1,blue,5ef4f8549a068610f5530b4d,0,assets/targets/lh_ll_unlink_plinko_0217/col_early_background_memory_2_1.jpg
31,3684,79,assets/targets/hh_hl_unlink_plinko_0315/nocol_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0315/nocol_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0315/nocol_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0315/nocol_foreground_1.mp4,topbump_3,maybe,154.51579845404194,nocol,foreground,hh_hl_unlink_plinko_0315,nocol,0,assets/targets/hh_hl_unlink_plinko_0315/nocol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0315/nocol_background_memory_1_1.jpg,1,blue,5ef4f8549a068610f5530b4d,1,assets/targets/hh_hl_unlink_plinko_0315/nocol_background_memory_1_0.jpg
32,21350,97,assets/targets/lh_ll_unlink_plinko_0155/col_late_background_0.jpg,assets/targets/lh_ll_unlink_plinko_0155/col_late_background_1.jpg,assets/targets/lh_ll_unlink_plinko_0155/col_late_background_0.mp4,assets/targets/lh_ll_unlink_plinko_0155/col_late_background_1.mp4,bottombump_0,definite,486.19575377717797,col_late,background,lh_ll_unlink_plinko_0155,col_late,1,assets/targets/lh_ll_unlink_plinko_0155/col_late_background_memory_2_0.jpg,assets/targets/lh_ll_unlink_plinko_0155/col_late_background_memory_2_1.jpg,1,blue,63d183039a2a00eb93f82ecc,1,assets/targets/lh_ll_unlink_plinko_0155/col_late_background_memory_2_0.jpg
33,12138,29,assets/targets/lh_ll_unlink_plinko_0217/nocol_foreground_0.jpg,assets/targets/lh_ll_unlink_plinko_0217/nocol_foreground_1.jpg,assets/targets/lh_ll_unlink_plinko_0217/nocol_foreground_0.mp4,assets/targets/lh_ll_unlink_plinko_0217/nocol_foreground_1.mp4,bottombump_0,definite,299.69275355286663,nocol,foreground,lh_ll_unlink_plinko_0217,nocol,0,assets/targets/lh_ll_unlink_plinko_0217/nocol_background_memory_2_0.jpg,assets/targets/lh_ll_unlink_plinko_0217/nocol_background_memory_2_1.jpg,1,blue,63d183039a2a00eb93f82ecc,0,assets/targets/lh_ll_unlink_plinko_0217/nocol_background_memory_2_1.jpg
34,4992,79,assets/targets/hh_hl_unlink_plinko_0105/nocol_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0105/nocol_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0105/nocol_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0105/nocol_foreground_1.mp4,topbump_4,maybe,66.58860255831411,nocol,foreground,hh_hl_unlink_plinko_0105,nocol,0,assets/targets/hh_hl_unlink_plinko_0105/nocol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0105/nocol_background_memory_1_1.jpg,1,blue,63d183039a2a00eb93f82ecc,0,assets/targets/hh_hl_unlink_plinko_0105/nocol_background_memory_1_1.jpg
35,5927,100,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_1.mp4,bottombump_1,maybe,210.6695830692287,maybecol,background,hh_hl_unlink_plinko_0246,maybecol,1,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_memory_2_0.jpg,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_memory_2_1.jpg,1,blue,63d183039a2a00eb93f82ecc,1,assets/targets/hh_hl_unlink_plinko_0246/maybecol_background_memory_2_0.jpg
36,4693,0,assets/targets/lh_ll_unlink_plinko_0060/col_early_foreground_0.jpg,assets/targets/lh_ll_unlink_plinko_0060/col_early_foreground_1.jpg,assets/targets/lh_ll_unlink_plinko_0060/col_early_foreground_0.mp4,assets/targets/lh_ll_unlink_plinko_0060/col_early_foreground_1.mp4,topbump_4,definite,178.89108524744103,col_early,foreground,lh_ll_unlink_plinko_0060,col_early,0,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_memory_2_0.jpg,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_memory_2_1.jpg,1,blue,63d183039a2a00eb93f82ecc,0,assets/targets/lh_ll_unlink_plinko_0060/col_early_background_memory_2_1.jpg
37,4325,13,assets/targets/hh_hl_unlink_plinko_0393/maybecol_foreground_0.jpg,assets/targets/hh_hl_unlink_plinko_0393/maybecol_foreground_1.jpg,assets/targets/hh_hl_unlink_plinko_0393/maybecol_foreground_0.mp4,assets/targets/hh_hl_unlink_plinko_0393/maybecol_foreground_1.mp4,bottombump_3,maybe,321.6282360134022,maybecol,foreground,hh_hl_unlink_plinko_0393,maybecol,2,assets/targets/hh_hl_unlink_plinko_0393/maybecol_background_memory_1_0.jpg,assets/targets/hh_hl_unlink_plinko_0393/maybecol_background_memory_1_1.jpg,1,blue,63d183039a2a00eb93f82ecc,0,assets/targets/hh_hl_unlink_plinko_0393/maybecol_background_memory_1_1.jpg
38,5502,93,assets/targets/lh_hl_unlink_plinko_0110/col_late_foreground_0.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_foreground_1.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_foreground_0.mp4,assets/targets/lh_hl_unlink_plinko_0110/col_late_foreground_1.mp4,bottombump_0,definite,468.6044073920636,col_late,foreground,lh_hl_unlink_plinko_0110,col_late,1,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_2_0.jpg,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_2_1.jpg,1,blue,63d183039a2a00eb93f82ecc,1,assets/targets/lh_hl_unlink_plinko_0110/col_late_background_memory_2_0.jpg
39,5688,2,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_0.jpg,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_1.jpg,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_0.mp4,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_1.mp4,topbump_0,maybe,298.0,nocol,background,hh_hl_unlink_plinko_0240,nocol,1,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_memory_2_0.jpg,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_memory_2_1.jpg,1,blue,63d183039a2a00eb93f82ecc,0,assets/targets/hh_hl_unlink_plinko_0240/nocol_background_memory_2_1.jpg
